artist,song,duration_ms,year,popularity,danceability,energy,tempo,genre
Dynoro,In My Mind,184560,2018,78,0.694,0.77,125.905,"pop, Dance/Electronic"
Juice WRLD,Lucid Dreams,239835,2018,84,0.511,0.566,83.903,hip hop
Zedd,The Middle,184732,2018,80,0.753,0.657,107.01,"hip hop, pop, Dance/Electronic"
Marshmello,FRIENDS,202620,2018,78,0.626,0.88,95.079,"pop, Dance/Electronic"
Cardi B,I Like It,253390,2018,79,0.816,0.726,136.048,"hip hop, pop"
XXXTENTACION,Moonlight,135090,2018,82,0.921,0.537,128.009,hip hop
Ariana Grande,no tears left to cry,205920,2018,77,0.699,0.713,121.993,pop
Sheck Wes,Mo Bamba,183906,2018,77,0.729,0.625,146.034,hip hop
Calvin Harris,One Kiss (with Dua Lipa),214846,2018,81,0.791,0.862,123.994,"hip hop, pop, Dance/Electronic"
Tyga,Taste (feat. Offset),232959,2018,73,0.884,0.559,97.994,"hip hop, pop"
Travis Scott,SICKO MODE,312820,2018,81,0.834,0.73,155.008,"hip hop, Dance/Electronic"
Imagine Dragons,Natural,189466,2018,80,0.704,0.611,100,rock
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,2018,76,0.842,0.801,95.881,"hip hop, pop, Dance/Electronic"
Marshmello,Spotlight,177600,2018,71,0.546,0.822,150.06,"pop, Dance/Electronic"
The Weeknd,Pray For Me (with Kendrick Lamar),211440,2018,69,0.735,0.677,100.584,"pop, R&B"
Billie Eilish,lovely (with Khalid),200185,2018,86,0.351,0.296,115.284,"pop, Dance/Electronic"
Migos,Walk It Talk It,276147,2018,75,0.907,0.633,145.914,"hip hop, pop"
Clean Bandit,Solo (feat. Demi Lovato),222653,2018,71,0.737,0.636,105.005,"pop, Dance/Electronic"
Drake,Nonstop,238614,2018,77,0.912,0.412,154.983,"hip hop, pop, R&B"
6ix9ine,FEFE,179404,2018,42,0.931,0.387,125.978,hip hop
The Weeknd,Call Out My Name,228373,2018,80,0.461,0.593,134.17,"pop, R&B"
Nio Garcia,Te Boté - Remix,417920,2018,76,0.903,0.675,96.507,latin
Migos,MotorSport,303076,2018,72,0.904,0.518,137.996,"hip hop, pop"
Nicky Jam,X,172854,2019,74,0.594,0.749,179.968,latin
XXXTENTACION,SAD!,166605,2018,82,0.74,0.613,75.023,hip hop
Becky G,Sin Pijama,188560,2018,69,0.791,0.745,94.014,"pop, latin"
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,2017,71,0.653,0.718,82.034,"hip hop, pop"
6ix9ine,GUMMO,157643,2018,63,0.66,0.775,157.036,hip hop
Jax Jones,Breathe,207629,2017,58,0.722,0.744,125.985,"hip hop, pop, Dance/Electronic"
The Chainsmokers,Sick Boy,193200,2018,69,0.663,0.577,89.996,"pop, Dance/Electronic"
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,2018,71,0.645,0.705,137.133,"hip hop, pop"
Rich The Kid,Plug Walk,175229,2018,72,0.876,0.519,94.981,"hip hop, pop"
Kendrick Lamar,All The Stars (with SZA),232186,2018,80,0.698,0.633,96.924,hip hop
Logic,Everyday,204746,2018,69,0.667,0.741,149.908,"hip hop, pop"
Jason Derulo,Tip Toe (feat. French Montana),187521,2017,64,0.845,0.709,98.062,"hip hop, pop"
Ariana Grande,God is a woman,197546,2018,78,0.602,0.658,145.031,pop
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300,2018,66,0.713,0.831,173.948,"hip hop, pop"
EO,German,170825,2018,67,0.862,0.583,103.019,set()
Dennis Lloyd,Nevermind,156600,2017,74,0.6,0.688,99.977,pop
girl in red,we fell in love in october,184153,2018,82,0.566,0.366,129.959,"pop, rock, Dance/Electronic"
Selena Gomez,Wolves,197993,2017,78,0.724,0.804,124.987,pop
Tiësto,Jackie Chan,215759,2018,72,0.747,0.834,128.005,"pop, Dance/Electronic"
Tom Walker,Leave a Light On,185863,2017,70,0.586,0.624,68.976,"rock, pop"
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,2018,65,0.792,0.895,94.968,"pop, latin"
Marshmello,Silence,180822,2017,80,0.52,0.761,141.971,"pop, Dance/Electronic"
5 Seconds of Summer,Youngblood,203417,2018,69,0.596,0.854,120.274,pop
Loud Luxury,Body (feat. brando),163216,2017,0,0.752,0.764,121.958,"pop, Dance/Electronic"
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,2018,62,0.541,0.787,113,pop
NF,Let You Down,212120,2017,79,0.662,0.714,147.997,"hip hop, pop"
XXXTENTACION,changes,121886,2018,79,0.669,0.308,64.934,hip hop
Maluma,Corazón (feat. Nego do Borel),184720,2018,69,0.722,0.738,198.075,latin
Cardi B,Bodak Yellow,223712,2018,72,0.926,0.703,125.022,"hip hop, pop"
Lil Baby,Yes Indeed,142273,2018,79,0.963,0.346,119.957,hip hop
Jonas Blue,Rise,194407,2018,70,0.687,0.785,106.046,"pop, Dance/Electronic"
David Guetta,Flames,194680,2018,59,0.631,0.649,93.95,"hip hop, pop, Dance/Electronic"
Ozuna,Vaina Loca,176133,2018,72,0.754,0.805,93.982,latin
Charlie Puth,How Long,200853,2018,72,0.845,0.561,109.974,pop
Post Malone,Better Now,231266,2018,80,0.68,0.578,145.038,hip hop
BlocBoy JB,Look Alive (feat. Drake),181263,2018,73,0.922,0.581,140.022,"hip hop, pop"
Eminem,River (feat. Ed Sheeran),221013,2017,72,0.748,0.749,90.09,hip hop
Marshmello,Happier,214289,2018,82,0.687,0.792,100.015,"pop, Dance/Electronic"
Dean Lewis,Be Alright,196373,2018,79,0.553,0.586,126.684,pop
Charlie Puth,Done for Me (feat. Kehlani),180493,2018,67,0.856,0.632,112.009,pop
Migos,Stir Fry,190288,2018,72,0.817,0.816,181.982,"hip hop, pop"
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,2018,68,0.745,0.346,203.911,"hip hop, pop"
Drake,In My Feelings,217925,2018,75,0.835,0.626,91.03,"hip hop, pop, R&B"
B Young,Jumanji,173153,2018,60,0.791,0.473,95.948,"hip hop, Dance/Electronic"
Charlie Puth,The Way I Am,186080,2018,64,0.755,0.769,114.966,pop
Reik,Me Niego (feat. Ozuna & Wisin),221653,2018,1,0.777,0.779,94.023,"pop, latin"
benny blanco,Eastside (with Halsey & Khalid),173799,2018,75,0.56,0.68,89.391,"hip hop, pop"
Luis Fonsi,Échame La Culpa,173720,2017,62,0.733,0.892,95.989,"pop, latin"
MK,17,196489,2017,65,0.703,0.832,122.029,"pop, Dance/Electronic"
Rita Ora,Anywhere,215064,2017,63,0.628,0.797,106.93,"hip hop, pop, Dance/Electronic"
Banx & Ranx,Answerphone (feat. Yxng Bane),190920,2018,56,0.671,0.834,113.021,Dance/Electronic
Ella Mai,Trip,213993,2018,72,0.477,0.61,79.882,"hip hop, pop, R&B"
Daddy Yankee,Dura,200480,2018,71,0.783,0.84,95.001,latin
DJ Khaled,No Brainer,260000,2018,67,0.552,0.76,135.702,"hip hop, pop"
Anne-Marie,2002,186986,2018,80,0.697,0.683,96.133,"pop, Dance/Electronic"
Bruno Mars,Finesse - Remix; feat. Cardi B,217288,2017,74,0.704,0.859,105.115,pop
FINNEAS,Let's Fall in Love for the Night,190348,2018,71,0.737,0.408,127.921,"rock, pop, Dance/Electronic"
Hugh Jackman,The Greatest Show,302146,2017,72,0.417,0.824,157.92,easy listening
Halsey,Bad At Love,181279,2017,72,0.675,0.751,118.384,"pop, Dance/Electronic"
Drake,I'm Upset,214466,2018,68,0.899,0.586,150.002,"hip hop, pop, R&B"
Camila Cabello,Never Be the Same,226973,2018,74,0.637,0.713,129.923,pop
M.O,Bad Vibe,214253,2018,54,0.813,0.701,110.009,"pop, Dance/Electronic"
Dua Lipa,IDGAF,217946,2017,78,0.836,0.544,97.028,pop
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,2018,56,0.747,0.641,100.028,"pop, rock"
Bazzi,Mine,131064,2018,75,0.71,0.789,142.929,"pop, Dance/Electronic"
Lil Dicky,Freaky Friday (feat. Chris Brown),216631,2018,70,0.755,0.599,133.123,"hip hop, pop"
Lauv,I Like Me Better,197436,2018,81,0.752,0.505,91.97,"pop, Dance/Electronic"
The Chainsmokers,This Feeling,197946,2018,73,0.575,0.571,105.049,"pop, Dance/Electronic"
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235545,2018,73,0.851,0.541,124.959,pop
Khalid,Love Lies (with Normani),201707,2018,73,0.708,0.648,143.955,"pop, R&B"
Drake,Nice For What,210746,2018,77,0.585,0.909,93.372,"hip hop, pop, R&B"
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,2017,80,0.8,0.585,126.058,hip hop
Post Malone,Psycho (feat. Ty Dolla $ign),221440,2018,77,0.75,0.56,140.06,hip hop
Lil Nas X,Old Town Road - Remix,157066,2019,79,0.878,0.619,136.041,"hip hop, pop"
Billie Eilish,bad guy,194087,2019,83,0.701,0.425,135.128,"pop, Dance/Electronic"
Shawn Mendes,Señorita,190799,2019,78,0.759,0.548,116.967,pop
Ariana Grande,7 rings,178626,2019,83,0.778,0.317,140.048,pop
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560,2019,79,0.755,0.522,89.96,hip hop
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093,2019,84,0.658,0.671,100.966,Dance/Electronic
Halsey,Without Me,201660,2018,77,0.752,0.488,136.041,"pop, Dance/Electronic"
Regard,Ride It,157605,2019,81,0.88,0.751,117.948,"pop, Dance/Electronic"
Lady Gaga,Shallow,215733,2018,82,0.572,0.385,95.799,pop
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,2018,79,0.601,0.794,114.066,pop
Lewis Capaldi,Someone You Loved,182160,2019,84,0.501,0.405,109.891,pop
Jax Jones,All Day And Night,169303,2019,60,0.585,0.782,121.908,"hip hop, pop, Dance/Electronic"
Mustard,Pure Water (with Migos),192470,2019,75,0.682,0.559,202.015,"hip hop, pop"
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],176631,2019,0,0.894,0.511,120.08,hip hop
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,2018,77,0.861,0.603,98.043,hip hop
Daddy Yankee,Con Calma,193226,2019,79,0.737,0.86,93.989,latin
Alec Benjamin,Let Me Down Slowly,169353,2018,82,0.652,0.557,150.073,"rock, pop, Dance/Electronic"
BLACKPINK,Kill This Love,189052,2019,1,0.738,0.861,131.98,pop
Offset,Clout (feat. Cardi B),205803,2019,68,0.919,0.622,140.022,"hip hop, pop"
MEDUZA,Piece Of Your Heart,152913,2019,75,0.677,0.744,124.08,"pop, Dance/Electronic"
Ed Sheeran,Antisocial (with Travis Scott),161746,2019,63,0.716,0.823,151.957,pop
Travis Scott,SICKO MODE,312820,2018,81,0.834,0.73,155.008,"hip hop, Dance/Electronic"
Mabel,Mad Love,169813,2019,0,0.631,0.803,198.065,"pop, Dance/Electronic"
Lana Del Rey,Doin' Time,202192,2019,80,0.641,0.559,144.982,pop
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,2019,70,0.842,0.801,95.881,"hip hop, pop, Dance/Electronic"
A Boogie Wit da Hoodie,Look Back at It,179449,2018,73,0.791,0.587,96.057,hip hop
Saweetie,My Type,126446,2019,71,0.899,0.811,105.038,"hip hop, pop, R&B"
Lil Tecca,Ransom,131240,2019,78,0.745,0.642,179.974,hip hop
Russ Millions,Keisha & Becky - Remix,252906,2019,69,0.863,0.471,140.969,pop
Billie Eilish,lovely (with Khalid),200185,2018,86,0.351,0.296,115.284,"pop, Dance/Electronic"
Mabel,Don't Call Me Up,178480,2019,77,0.674,0.881,98.994,"pop, Dance/Electronic"
Lil Nas X,Old Town Road,113000,2019,76,0.907,0.53,135.998,"hip hop, pop"
Meek Mill,Going Bad (feat. Drake),180522,2018,78,0.889,0.496,86.003,"hip hop, pop"
Post Malone,Wow.,149546,2019,79,0.829,0.539,99.96,hip hop
Doja Cat,Juicy,202333,2019,57,0.786,0.658,170.037,pop
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189486,2018,75,0.581,0.662,93.023,hip hop
iann dior,emotions,131213,2019,72,0.63,0.63,80.512,"hip hop, pop"
Paulo Londra,Adan y Eva,256971,2019,72,0.767,0.709,171.993,"hip hop, latin, Dance/Electronic"
Drake,Money In The Grave (Drake ft. Rick Ross),205426,2019,76,0.831,0.502,100.541,"hip hop, pop, R&B"
Lil Nas X,Panini,114893,2019,71,0.703,0.594,153.848,"hip hop, pop"
Bad Bunny,MIA (feat. Drake),210367,2018,77,0.817,0.539,97.062,latin
Polo G,Pop Out (feat. Lil Tjay),166560,2019,78,0.772,0.639,168.112,hip hop
Juice WRLD,Robbery,240050,2019,53,0.685,0.692,159.966,hip hop
21 Savage,a lot,288624,2018,78,0.837,0.636,145.972,hip hop
Young Thug,The London (feat. J. Cole & Travis Scott),200106,2019,69,0.796,0.586,97.981,"hip hop, pop"
Anuel AA,China,301714,2019,76,0.786,0.808,105.027,latin
Camila Cabello,Liar,207038,2019,65,0.74,0.498,98.016,pop
Flipp Dinero,Leave Me Alone,195637,2019,69,0.792,0.743,150.024,"hip hop, pop"
Cardi B,Money,183527,2018,73,0.95,0.59,130.003,"hip hop, pop"
Ariana Grande,"break up with your girlfriend, i'm bored",190440,2019,76,0.726,0.554,169.999,pop
Dave,Location (feat. Burna Boy),241293,2019,78,0.812,0.496,109.979,hip hop
Ava Max,Sweet but Psycho,187436,2018,7,0.719,0.704,133.002,pop
Dua Lipa,Don't Start Now,183290,2019,79,0.794,0.793,123.941,pop
Young T & Bugsey,Strike a Pose (feat. Aitch),214203,2019,61,0.531,0.581,137.776,hip hop
Calvin Harris,Giant (with Rag'n'Bone Man),229184,2019,73,0.807,0.887,122.015,"hip hop, pop, Dance/Electronic"
Ed Sheeran,Take Me Back to London (feat. Stormzy),189733,2019,66,0.885,0.762,138.058,pop
Cardi B,Please Me,200889,2019,73,0.747,0.57,133.992,"hip hop, pop"
Stormzy,Vossi Bop,196266,2019,64,0.682,0.653,188.115,"hip hop, Dance/Electronic"
Tones And I,Dance Monkey,209438,2019,78,0.824,0.588,98.027,pop
Ariana Grande,boyfriend (with Social House),186106,2019,77,0.4,0.795,190.097,pop
Bad Bunny,Callaita,250533,2019,81,0.61,0.624,176.169,latin
Ava Max,So Am I,183026,2019,4,0.682,0.656,130.089,pop
Pedro Capó,Calma - Remix,238200,2018,74,0.826,0.773,126.899,"pop, latin"
J. Cole,MIDDLE CHILD,213593,2019,80,0.837,0.364,123.984,hip hop
Lunay,Soltera - Remix,266086,2019,70,0.795,0.783,92.01,"pop, latin"
Khalid,Better,229412,2018,70,0.442,0.585,97.565,"pop, R&B"
Blueface,Thotiana,129264,2018,1,0.906,0.382,104.025,hip hop
DaBaby,Suge,163320,2019,72,0.876,0.662,75.445,hip hop
AJ Tracey,Ladbroke Grove,190537,2019,69,0.903,0.839,133.986,"hip hop, Dance/Electronic"
Billie Eilish,bury a friend,193143,2019,75,0.905,0.389,120.046,"pop, Dance/Electronic"
BTS,Boy With Luv (feat. Halsey),229773,2019,35,0.645,0.862,119.991,pop
Wiley,Boasty (feat. Idris Elba),177185,2019,64,0.887,0.765,102.958,"hip hop, Dance/Electronic"
Jonas Brothers,Only Human,183000,2019,71,0.795,0.496,94.01,pop
5 Seconds of Summer,Easier,157492,2019,1,0.505,0.428,175.813,pop
Avicii,SOS (feat. Aloe Blacc),157202,2019,71,0.802,0.645,100.001,"pop, Dance/Electronic"
"Tyler, The Creator",EARFQUAKE,190066,2019,80,0.554,0.498,79.635,hip hop
Ashley O,On A Roll,154447,2019,57,0.736,0.81,125.011,set()
Dominic Fike,3 Nights,177666,2018,78,0.815,0.518,151.891,"rock, pop"
Sigala,Wish You Well,205653,2019,64,0.669,0.895,124.975,"pop, Dance/Electronic"
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),199427,2019,69,0.872,0.814,98.985,"hip hop, pop, R&B"
Anuel AA,Secreto,258800,2019,75,0.807,0.803,91.987,latin
Sam Feldt,Post Malone (feat. RANI),174444,2019,69,0.59,0.642,107.356,"pop, Dance/Electronic"
Kehlani,Nights Like This (feat. Ty Dolla $ign),201787,2019,74,0.61,0.725,146.163,"hip hop, pop, R&B"
Sech,Otro Trago,225933,2019,71,0.746,0.7,176.044,latin
Post Malone,Better Now,231266,2018,80,0.68,0.578,145.038,hip hop
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),206186,2019,64,0.746,0.787,95.005,pop
Lauv,i'm so tired...,162582,2019,2,0.599,0.733,102.211,"pop, Dance/Electronic"
iann dior,gone girl,136568,2019,69,0.677,0.714,94.956,"hip hop, pop"
Panic! At The Disco,High Hopes,190946,2018,80,0.579,0.904,82.014,rock
Marshmello,One Thing Right,181823,2019,73,0.659,0.625,88.042,"pop, Dance/Electronic"
Sam Smith,How Do You Sleep?,202204,2019,73,0.477,0.682,110.567,pop
NSG,Options,240081,2020,57,0.836,0.621,101.993,"World/Traditional, hip hop"
Normani,Motivation,193837,2019,71,0.599,0.887,170.918,"pop, R&B"
Joel Corry,Sorry,188640,2019,63,0.744,0.79,125.002,"pop, Dance/Electronic"
Post Malone,Goodbyes (Feat. Young Thug),174960,2019,1,0.58,0.653,150.231,hip hop
Jonas Brothers,Sucker,181026,2019,79,0.842,0.734,137.958,pop
Taylor Swift,Cruel Summer,178426,2019,78,0.552,0.702,169.994,pop
Blanco Brown,The Git Up,200593,2019,69,0.847,0.678,97.984,"hip hop, country"
Sam Smith,Dancing With A Stranger (with Normani),171029,2019,75,0.741,0.52,102.998,pop
Post Malone,Circles,215280,2019,85,0.695,0.762,120.042,hip hop
